smiles,source_id,molecule_chembl_id,MolWt,LogP,HBD,HBA,TPSA,NumRotatableBonds,NumAromaticRings,HeavyAtomCount,FractionCSP3,QED,standard_value,pIC50,activity_class,activity_label,confidence_score,pchembl_value,assay_chembl_id,predicted_pIC50,potency_score,conf_score,qed_score,composite_score,rank
Cc1c(C(=O)N(c2ccc(O)cc2)c2cnc3c(ccn3C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)n1C,,CHEMBL3701364,742.3239999999996,7.039220000000011,1,8,90.07999999999998,7,6,54,0.2790697674418604,0.1889987581487369,2.0,8.699,1,active,0.8,8.7,CHEMBL3705658,8.456711699282378,0.6909324328387219,0.8,0.18899875814873698,0.6456561178700189,187
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2cnn(C3CCOCC3)c2c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5776346,891.4509999999998,8.666700000000008,2,12,177.81999999999996,11,6,63,0.3695652173913043,0.0939835272316409,2.4,8.6198,1,active,0.8,8.62,CHEMBL5733102,8.606034264641462,0.7246244793734897,0.8,0.09398352723164097,0.6455693405853782,188
CCCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n(C)c1C)c1ccc(O)cc1,,CHEMBL5914383,781.9540000000001,7.2193200000000095,1,8,107.79,9,5,58,0.3404255319148936,0.1684355484744574,2.5,8.6021,1,active,0.8,8.6,CHEMBL5732950,8.512230239900102,0.703459228434127,0.8,0.1684355484744574,0.645555463609115,189
Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)n(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,,CHEMBL3701365,703.2429999999997,6.447500000000009,1,8,106.97,7,5,51,0.275,0.2091289549972808,3.15,8.5017,1,active,0.8,8.41,CHEMBL3705658,8.48312765074703,0.6968927340421398,0.8,0.20912895499728082,0.6449781996413958,190
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2cccc(CCC(=O)N(C)C)c2)CC3)n1C,,CHEMBL5957233,767.9269999999998,7.14762000000001,1,7,115.63,8,5,57,0.3043478260869565,0.1795408724033919,2.2,8.6576,1,active,0.8,8.66,CHEMBL5732950,8.474672163033079,0.6949848999190954,0.8,0.17954087240339195,0.644862489774936,191
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CCCN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL6056476,781.9539999999998,7.219320000000009,1,8,107.79,9,5,58,0.3404255319148936,0.1684355484744574,2.7,8.5686,1,active,0.8,8.57,CHEMBL5732950,8.514751545447883,0.7040281172932215,0.8,0.1684355484744574,0.6447061039586821,192
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CCN2CCOCC2)CN(C(=O)Cc2ccccc2)CC3)n1C,,CHEMBL5957217,765.9549999999998,6.399520000000008,1,7,98.56,9,5,57,0.3404255319148936,0.1867500270470689,2.9,8.5376,1,active,0.8,8.54,CHEMBL5732950,8.494702041537918,0.6995042945400488,0.8,0.18675002704706897,0.6441421725327822,193
Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CCCN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,,CHEMBL3701405,745.3240000000001,7.53612000000001,1,8,106.97,9,5,54,0.3255813953488372,0.1673003198928337,3.1,8.5086,1,active,0.8,8.51,CHEMBL3705658,8.522732342359308,0.7058288456712645,0.8,0.16730031989283373,0.6434054899858691,194
CN(CCO)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC([C@@H](O)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F,,CHEMBL3703600,945.5480000000005,8.256200000000007,4,11,156.35,18,5,63,0.3111111111111111,0.0627947811646497,3.9,8.4089,1,active,0.8,8.41,CHEMBL5108715,8.691577943867232,0.7439259266416844,0.8,0.0627947811646497,0.6434038633402394,195
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccc(Cl)cc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5903986,814.3829999999999,7.583400000000011,1,8,107.79,7,5,59,0.3404255319148936,0.1806594426811612,2.6,8.585,1,active,0.8,8.59,CHEMBL5732950,8.481640070295807,0.6965570873187777,0.8,0.18065944268116124,0.6433592294281875,196
CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL4228713,896.5109999999996,9.4385,3,11,172.02999999999997,14,5,63,0.4042553191489361,0.0716404731899794,1.4,8.8539,1,active,0.8,8.85,CHEMBL4883619,8.541937222927631,0.7101620938193028,0.8,0.07164047318997945,0.6429097803027315,197
Cc1c(C(=O)N(c2ccc(O)cc2)c2cc(C#N)nn2C)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,,CHEMBL3704794,704.2309999999998,5.842500000000007,1,9,119.86,7,5,51,0.282051282051282,0.2261910828290672,2.7,8.5686,1,active,0.8,8.57,CHEMBL3705658,8.421361684442218,0.682956315216209,0.8,0.22619108282906722,0.6428335330733674,198
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccc(C#N)cc2)CC3)n1C,,CHEMBL5982104,693.804,6.99850000000001,1,7,119.11,5,5,52,0.238095238095238,0.2119019632272177,3.2,8.4949,1,active,0.8,8.49,CHEMBL5732950,8.461436102369852,0.6919984124399254,0.8,0.2119019632272177,0.6427168447689923,199
Cc1c(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3CN3CCOCC3)OCCO4)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C,,CHEMBL3701406,740.8610000000001,5.873720000000008,1,10,125.43000000000004,7,5,55,0.3255813953488372,0.2197648910927265,3.1,8.5086,1,active,0.8,8.51,CHEMBL3705658,8.435205616548451,0.6860799583415849,0.8,0.21976489109272654,0.6414007320010132,200
CCCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Cc2ccccc2)CC3)n(C)c1C)c1ccc(O)cc1,,CHEMBL5747447,779.9820000000001,6.789620000000009,1,7,98.56000000000002,10,5,58,0.3541666666666667,0.167852083462365,2.6,8.585,1,active,0.8,8.59,CHEMBL5732950,8.476583973450438,0.6954162667750856,0.8,0.167852083462365,0.6408677152735219,201
CCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Cc2ccccc2)CC3)n(C)c1C)c1ccc(O)cc1,,CHEMBL5911510,765.9550000000002,6.399520000000009,1,7,98.56000000000002,9,5,57,0.3404255319148936,0.1867500270470689,3.5,8.4559,1,active,0.8,8.46,CHEMBL5732950,8.489286911465214,0.6982824643768539,0.8,0.1867500270470689,0.64076612929195,202
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL5780970,668.7940000000001,7.126820000000009,1,6,95.32,5,5,50,0.2439024390243902,0.2151966624343109,2.9,8.5376,1,active,0.8,8.54,CHEMBL5732950,8.424646185728712,0.6836974059543834,0.8,0.2151966624343109,0.6405057235480358,203
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CCN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL5741565,767.9269999999999,6.829220000000008,1,8,107.79,8,5,57,0.3260869565217391,0.1846305108974082,2.4,8.6198,1,active,0.8,8.62,CHEMBL5732950,8.440625664457219,0.6873028981291764,0.8,0.1846305108974082,0.6405055975130867,204
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)OC2CCCCC2)CC3)n1C,,CHEMBL5967330,759.9479999999995,6.709420000000009,1,8,107.79,7,4,56,0.4444444444444444,0.2234067738751012,2.8,8.5528,1,active,0.8,8.55,CHEMBL5732950,8.407607601083372,0.679852944902051,0.8,0.22340677387510122,0.6403294521862178,205
Cc1ccc(OC(=O)N2CCc3cc(-c4cc(C(=O)N(C)c5ccccc5)c(C)n4C)c(C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)cc3C2)cc1,,CHEMBL6020264,751.9279999999998,7.041940000000007,0,7,87.55999999999999,7,5,56,0.3260869565217391,0.1774725758527015,2.5,8.6021,1,active,0.8,8.6,CHEMBL5732950,8.453297351152742,0.6901620444128803,0.8,0.1774725758527015,0.6402624257052283,206
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)CCc2ccccc2)CC3)n1C,,CHEMBL5777249,765.9549999999997,6.399520000000009,1,7,98.56,9,5,57,0.3404255319148936,0.1867500270470689,3.1,8.5086,1,active,0.8,8.51,CHEMBL5732950,8.46856507421413,0.693606941268404,0.8,0.1867500270470689,0.6402119938575742,207
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN(C)C)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL5863505,711.863,6.668520000000009,1,7,98.56,7,5,53,0.2790697674418604,0.2027358273152368,3.4,8.4685,1,active,0.8,8.47,CHEMBL5732950,8.45391226009657,0.6903007879490654,0.8,0.20273582731523684,0.6395996068319452,208
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CC(F)(F)CC2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5959586,896.03,8.929300000000005,3,11,172.03,13,5,64,0.4468085106382978,0.0761397660420691,6.9,8.1612,1,active,0.8,8.16,CHEMBL5738376,8.713966844345654,0.748977593648391,0.8,0.07613976604206917,0.6395480633629357,209
COc1ccc(OC(=O)N2CCc3cc(-c4cc(C(=O)N(C)c5ccc(O)cc5)c5n4CCCC5)c(C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)cc3C2)cc1,,CHEMBL5885093,809.9639999999996,6.938600000000007,1,9,117.02,8,5,60,0.3541666666666667,0.1794325489077149,2.9,8.5376,1,active,0.8,8.54,CHEMBL5732950,8.462403735887445,0.6922167421573727,0.8,0.17943254890771498,0.6394007746205411,210
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccc(C#N)cc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5824401,804.9479999999999,6.801680000000009,1,9,131.58,7,5,60,0.3333333333333333,0.1902178604993626,3.3,8.4815,1,active,0.8,8.48,CHEMBL5732950,8.463969397965368,0.6925700066452969,0.8,0.19021786049936268,0.6392965048305078,211
O=C(NS(=O)(=O)c1ccc(OCC2(F)CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5861196,891.0349999999996,8.614200000000007,2,11,169.23,14,5,64,0.4166666666666667,0.0808919090208242,1.9,8.7212,1,active,0.8,8.72,CHEMBL5738374,8.536466029670335,0.7089276139710478,0.8,0.08089190902082424,0.6391890378005936,212
CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,CHEMBL5966110,779.938,6.9300000000000095,1,8,107.79,7,5,58,0.3404255319148936,0.1910848375607008,3.1,8.5086,1,active,0.8,8.51,CHEMBL5732950,8.453477766027856,0.6902027518997447,0.8,0.19108483756070085,0.6391601207502893,213
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccc(C#N)cc2)CC3)n1C,,CHEMBL5884005,778.9099999999997,6.310800000000008,1,9,131.58,7,5,58,0.3043478260869565,0.2035737394941067,2.8,8.5528,1,active,0.8,8.55,CHEMBL5732950,8.42344997177711,0.6834275010272481,0.8,0.20357373949410673,0.6391417750916673,214
O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c2[nH]c(-c3ccncc3)nc2c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CC4(CCC4)CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5827545,884.4189999999995,8.903800000000002,3,11,192.34,11,7,63,0.2608695652173913,0.0830137656293277,2.7,8.5686,1,active,0.8,8.57,CHEMBL5733102,8.57800585906205,0.718300355870749,0.8,0.0830137656293277,0.6390289558206765,215
C[C@H]1[C@@H](CCN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24O3,,CHEMBL4286311,914.095,7.051600000000008,3,14,199.72,13,4,65,0.574468085106383,0.0910440251118871,1.8,8.7447,1,active,0.8,8.74,CHEMBL4264659,8.50542885866467,0.7019246147437326,0.8,0.09104402511188718,0.6380057107014769,216
Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C3CCOC3)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CCCN2CCOCC2)n1C,,CHEMBL3704803,763.3389999999997,7.17542000000001,1,9,105.29999999999998,10,5,55,0.3720930232558139,0.1609020055957082,2.8,8.5528,1,active,0.8,8.55,CHEMBL3705658,8.46861433028416,0.693618055046148,0.8,0.16090200559570828,0.6378362920163575,217
Cc1nn(C)cc1N(C(=O)c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n(C)c1C)c1ccc(O)cc1,,CHEMBL3704780,693.248,6.279240000000007,1,8,96.07,7,5,50,0.3076923076923077,0.2158807050516731,3.0,8.5229,1,active,0.8,8.52,CHEMBL3705658,8.399128328741805,0.6779397441903832,0.8,0.21588070505167317,0.6372319790593653,218
C[C@H]1[C@@H](CCCN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,CHEMBL4295247,944.121,7.373300000000008,3,15,208.95,14,4,67,0.5833333333333334,0.0640454177936625,1.2,8.9208,1,active,0.8,8.92,CHEMBL4264659,8.48087576423244,0.6963846349142009,0.8,0.06404541779366256,0.637146016210902,219
O=C(NS(=O)(=O)c1ccc(OCC2(F)CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CC[C@H](N3CCC[C@@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL5899109,891.0349999999996,8.614200000000007,2,11,169.23,14,5,64,0.4166666666666667,0.0808919090208242,2.2,8.6576,1,active,0.8,8.66,CHEMBL5738374,8.536466029670335,0.7089276139710478,0.8,0.08089190902082424,0.6370365022935272,220
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Cc2ccccc2)CC3)n1C,,CHEMBL6020028,751.9279999999998,6.009420000000008,1,7,98.56,8,5,56,0.3260869565217391,0.208834820124501,3.5,8.4559,1,active,0.8,8.46,CHEMBL5732950,8.426394827207803,0.6840919565699886,0.8,0.208834820124501,0.6369835943501321,221
Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cnn1C,,CHEMBL3704781,693.2480000000003,6.279240000000009,1,8,96.07,7,5,50,0.3076923076923077,0.2158807050516731,3.4,8.4685,1,active,0.8,8.47,CHEMBL3705658,8.412959714879563,0.6810605565356107,0.8,0.21588070505167317,0.6369512227856833,222
COc1cc(C#N)cc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)c1,,CHEMBL3701415,713.8100000000001,6.603300000000009,1,8,111.27,8,5,53,0.2619047619047619,0.1929516696340494,4.2,8.3768,1,active,0.8,8.38,CHEMBL3705658,8.468700027202795,0.6936373910692306,0.8,0.19295166963404944,0.6366967076015162,223
COc1ccc(CC(=O)N2Cc3cc(C(=O)N4Cc5ccccc5C[C@H]4C)c(-c4cc(C(=O)N(C)c5ccc(O)cc5)c(C)n4C)cc3C2)cc1,,CHEMBL6036174,682.8210000000001,6.663220000000009,1,6,95.32,7,5,51,0.2619047619047619,0.2072374351533508,2.6,8.585,1,active,0.8,8.59,CHEMBL5732950,8.3865802522078,0.6751084883953273,0.8,0.20723743515335089,0.6366216288372907,224
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCN(C)CC2)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL5978602,766.9429999999999,6.354320000000008,1,8,101.79999999999998,7,5,57,0.3260869565217391,0.2061065586635585,2.7,8.5686,1,active,0.8,8.57,CHEMBL5732950,8.389971492109563,0.6758736628504138,0.8,0.2061065586635585,0.6362795282656435,225
Cc1c(C(=O)N(c2ccc(O)cc2)c2csc(C#N)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,,CHEMBL3704791,706.2679999999997,7.170500000000011,1,8,102.04,7,5,50,0.2564102564102564,0.1927551004623979,3.0,8.5229,1,active,0.8,8.52,CHEMBL3705658,8.420124058120765,0.6826770663062082,0.8,0.19275510046239797,0.6361317994288865,226
O=C(NS(=O)(=O)c1ccc(OCC2(F)CCN(C3COC3)CC2)c([N+](=O)[O-])c1)c1ccc(C2=CCC(N3CCC[C@H]3c3ccccc3C3CC3)CC2)cc1Oc1cnc2[nH]ccc2c1,,CHEMBL6019072,891.0349999999996,8.614200000000007,2,11,169.23,14,5,64,0.4166666666666667,0.0808919090208242,2.4,8.6198,1,active,0.8,8.62,CHEMBL5738374,8.536466029670335,0.7089276139710478,0.8,0.08089190902082424,0.6357571651525347,227
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Oc2ccc(CCC(=O)N(C)C)cc2)CC3)n1C,,CHEMBL5871630,767.9269999999998,7.14762000000001,1,7,115.63,8,5,57,0.3043478260869565,0.1795408724033919,3.6,8.4437,1,active,0.8,8.44,CHEMBL5732950,8.45803754978855,0.691231588005556,0.8,0.17954087240339195,0.6357464101552494,228
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)OC2CCCCC2)CC3)n1C,,CHEMBL5992723,674.8419999999998,7.39712000000001,1,6,95.32,5,4,50,0.3902439024390244,0.2382274967118469,3.4,8.4685,1,active,0.8,8.47,CHEMBL5732950,8.371221430432897,0.6716430366954127,0.8,0.23822749671184695,0.6355944816146103,229
COc1ccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc1C#N,,CHEMBL3701390,730.265,7.117600000000009,1,8,111.27,8,5,53,0.2619047619047619,0.1811911915215705,3.5,8.4559,1,active,0.8,8.46,CHEMBL3705658,8.447718172055717,0.6889031994331499,0.8,0.1811911915215705,0.6352426714912732,230
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCOC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(C(F)(F)F)cc2)C1,,CHEMBL4860155,873.955,8.387600000000006,3,11,172.03,12,5,62,0.3636363636363636,0.0812416795882537,1.9,8.7212,1,active,0.8,8.72,CHEMBL4828452,8.499971910196473,0.7006933489850296,0.8,0.0812416795882537,0.6351243708926989,231
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)Cc2ccc(C#N)cc2)CC3)n1C,,CHEMBL5937444,691.8319999999999,6.568800000000009,1,6,109.88,6,5,52,0.2558139534883721,0.2168057773823214,4.2,8.3768,1,active,0.8,8.38,CHEMBL5732950,8.422789527949828,0.6832784833345177,0.8,0.2168057773823214,0.6350953698964005,232
COc1ccccc1OC(=O)N1CCc2cc(-c3cc(C(=O)N(C)c4ccc(O)cc4)c4n3CCCC4)c(C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)cc2C1,,CHEMBL5814241,809.9639999999996,6.938600000000008,1,9,117.02,8,5,60,0.3541666666666667,0.1794325489077149,3.5,8.4559,1,active,0.8,8.46,CHEMBL5732950,8.447715867958149,0.6889026795535033,0.8,0.17943254890771498,0.6349786151593715,233
C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(C)c3ccc(O)cc3)c3n1CCCC3)CCN(C(=O)Cc1ccc(C#N)cc1)C2,,CHEMBL5747376,717.8699999999998,7.059680000000009,1,6,109.88,6,5,54,0.2888888888888888,0.202418754341693,2.4,8.6198,1,active,0.8,8.62,CHEMBL5732950,8.367529627078188,0.6708100453111235,0.8,0.20241875434169304,0.634927407620703,234
CC(C)C(=O)N1CCC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(C(F)(F)F)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,,CHEMBL4847514,971.1159999999998,9.4933,3,11,183.11,14,5,69,0.42,0.0711929095783184,2.4,8.6198,1,active,0.8,8.62,CHEMBL4828452,8.540397804257958,0.7098147507011989,0.8,0.07119290957831848,0.6347458836012345,235
Cc1c(C(=O)N(C2=CC3C(C=CN3C)N=C2)c2ccc(O)cc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,,CHEMBL3704816,731.2969999999998,6.070220000000009,1,8,93.85,7,4,53,0.3095238095238095,0.2483747876109408,2.0,8.699,1,active,0.8,8.7,CHEMBL3705658,8.279616535313016,0.6509739812062465,0.8,0.2483747876109408,0.6345832964731118,236
CC(=O)Nc1ccc(OC(=O)N2CCc3cc(-c4cc(C(=O)N(C)c5ccc(O)cc5)c5n4CCCC5)c(C(=O)N4Cc5ccccc5C[C@H]4C)cc3C2)cc1,,CHEMBL5758769,751.8839999999999,7.576100000000008,2,7,124.42,6,5,56,0.2888888888888888,0.1845279769900852,3.2,8.4949,1,active,0.8,8.49,CHEMBL5732950,8.42240169315211,0.6831909751402869,0.8,0.1845279769900852,0.6342070281836032,237
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C)CN(C(=O)O[C@H]2CC[C@H](N(C)C)CC2)CC3)n1C,,CHEMBL5802833,717.9109999999997,6.93722000000001,1,7,98.56,6,4,53,0.4186046511627907,0.2323254136328838,4.0,8.3979,1,active,0.8,8.4,CHEMBL5732950,8.387304387388726,0.6752718769371364,0.8,0.23232541363288386,0.6341341394811922,238
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n1C,,CHEMBL6023571,753.8999999999999,6.439120000000008,1,8,107.79,7,5,56,0.3111111111111111,0.2040516689520514,3.5,8.4559,1,active,0.8,8.46,CHEMBL5732950,8.406783847561332,0.6796670792096755,0.8,0.20405166895205146,0.6340536829941081,239
COc1cc(C#N)ccc1OC(=O)N1CCc2cc(-c3cc(C(=O)N(C)c4ccc(O)cc4)c4n3CCCC4)c(C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)cc2C1,,CHEMBL5871668,834.9739999999995,6.810280000000008,1,10,140.81,8,5,62,0.3469387755102041,0.1786362515917059,3.0,8.5229,1,active,0.8,8.52,CHEMBL5732950,8.41839534613275,0.6822870124345422,0.8,0.17863625159170593,0.6338189451624497,240
Cc1c(C(=O)N(c2ccc(O)cc2)c2cccc(C#N)c2)cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C,,CHEMBL3701410,683.7839999999998,6.594700000000009,1,7,102.04,7,5,51,0.2439024390243902,0.2077230056039364,2.8,8.5528,1,active,0.8,8.55,CHEMBL3705658,8.370509931754903,0.6714824993612813,0.8,0.2077230056039364,0.6337916641751583,241
CCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)Oc2ccccc2)CC3)n(C)c1C)c1ccc(O)cc1,,CHEMBL5749911,767.9270000000001,6.829220000000009,1,8,107.79,8,5,57,0.3260869565217391,0.1846305108974082,3.7,8.4318,1,active,0.8,8.43,CHEMBL5732950,8.436505395015548,0.6863732308050802,0.8,0.1846305108974082,0.6336779230439867,242
C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-c1cc(C(=O)N(C)c3ccc(O)cc3)c3n1CCCC3)CCN(C(=O)Cc1ccc(NCCN(C)C)cc1)C2,,CHEMBL5771935,778.9979999999996,7.161500000000008,2,7,101.36,10,5,58,0.3541666666666667,0.1562162848396744,2.7,8.5686,1,active,0.8,8.57,CHEMBL5732950,8.43135631693611,0.6852114306588908,0.8,0.1562162848396744,0.6334648710962993,243
Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN3CCOC[C@H]3C2)n1C,,CHEMBL3701369,734.3009999999995,5.655020000000008,1,9,99.31,7,5,53,0.3414634146341463,0.2308584982702248,3.4,8.4685,1,active,0.8,8.47,CHEMBL3705658,8.360202105532807,0.6691567171868859,0.8,0.2308584982702248,0.6332459720941036,244
