smiles,source,predicted_pIC50,predicted_IC50_nM,MolWt,LogP,QED,AromaticRings,RingCount,is_novel,admet_caco2_class,admet_caco2_risk,admet_hia_class,admet_hia_risk,admet_pgp_substrate,admet_pgp_risk,admet_bioavailability_score,admet_bioavailability_risk,admet_tpsa,admet_mw,admet_logp,admet_bbb_penetrant,admet_bbb_logbb,admet_bbb_risk,admet_ppb_class,admet_ppb_risk,admet_vod_class,admet_vod_risk,admet_cyp_alerts,admet_cyp_n_alerts,admet_cyp_inhibition_risk,admet_cyp_risk,admet_metabolic_stability,admet_metabolic_stability_score,admet_metabolic_risk,admet_renal_clearance,admet_renal_risk,admet_halflife_class,admet_halflife_risk,admet_herg_risk_flag,admet_herg_alerts,admet_herg_n_alerts,admet_herg_risk,admet_ames_alerts,admet_ames_n_alerts,admet_ames_risk,admet_hepatotox_alerts,admet_hepatotox_n_alerts,admet_hepatotox_risk,admet_mrdd_class,admet_mrdd_risk,admet_score,admet_class,admet_absorption_score,admet_distribution_score,admet_metabolism_score,admet_excretion_score,admet_toxicity_score,admet_n_red_flags,admet_n_yellow_flags,admet_n_green_flags
CN(CNc1ccc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-])CC1CCOCC1,mutation,9.019452309625372,0.9561976904187744,887.1199999999998,8.907300000000003,0.052394566050241,5,10,True,low,red,low,red,True,yellow,0.0,red,158.20000000000002,887.1199999999998,8.907300000000003,False,-0.037,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
Cc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.018403161744374,0.9585104195266227,818.0129999999997,8.449020000000006,0.0825522434099441,5,9,True,low,red,low,red,True,yellow,0.15,red,154.96,818.0129999999997,8.449020000000006,False,-0.076,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CC1(C)CC(CNc2ccc(S(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])C#CO1,mutation,9.015739952217778,0.9644063200560434,868.073,9.367400000000002,0.0592556952306871,5,10,True,low,red,low,red,True,yellow,0.15,red,154.96,868.073,9.367400000000002,True,0.066,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
O=C(NS(=O)c1ccc(NCC2CCC(C(F)(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.009260937488069,0.9789016544477078,910.0759999999996,10.96009999999999,0.0776106061832571,5,10,True,low,red,low,red,True,yellow,0.15,red,145.73,910.0759999999996,10.96009999999999,True,0.406,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.316,poor,0.163,0.667,0.25,0.5,0.25,6,8,1
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CS2)C3)cc1Oc1cncc(Cl)c1,mutation,8.987506794309578,1.029184426017479,873.4979999999999,8.766700000000004,0.0749525073145732,4,9,True,low,red,low,red,True,yellow,0.0,red,156.24,873.4979999999999,8.766700000000004,False,-0.04,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CC1(C)CC(CNc2ccc(S(=O)(=S)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CCO1,mutation,8.968465677337655,1.0753115798235706,904.172,9.7942,0.0764259456898685,5,10,True,low,red,low,red,True,yellow,0.0,red,154.96,904.172,9.7942,True,0.133,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
Nc1ncc(Oc2cc(N3CCC4(CC3)CC(N3CCC[C@H]3c3c#cccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCS3)c([N+](=O)[O-])c2)cc1Cl,mutation,8.96465141776335,1.0847972666465435,886.497,8.091780000000009,0.0866397846803458,4,9,True,low,red,low,red,True,yellow,0.0,red,182.25999999999996,886.497,8.091780000000009,False,-0.404,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+][O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cncc(Cl)c1,mutation,8.956430663347763,1.1055269565882813,839.459,8.681700000000005,0.1252917729829414,4,9,True,low,red,low,red,True,yellow,0.15,red,150.26,839.459,8.681700000000005,True,0.007,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.366,poor,0.163,0.5,0.25,0.5,0.5,5,9,1
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3c#cc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.950330497720051,1.1211649240508137,925.0669999999996,10.430869999999992,0.0765198720579047,5,9,True,low,red,low,red,True,yellow,0.15,red,162.79999999999998,925.0669999999996,10.430869999999993,True,0.153,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
Nc1ncc(Oc2cc([SH]3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+][O-])c2)cc1Cl,mutation,8.947992568477636,1.1272167446194683,873.5419999999998,8.817600000000004,0.0751411477751166,4,9,True,low,red,low,red,True,yellow,0.15,red,173.04,873.5419999999998,8.817600000000004,False,-0.2,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_amine,1,yellow,aniline,1,yellow,high_dose,yellow,0.328,poor,0.163,0.5,0.25,0.5,0.375,5,10,0
O=[N+]([O-])c1cc(S(=O)(=O)NCc2ccc(N3CCC45CC3C3CC[C@@H](c6ccccc6C6CC6)N3C(C4)C5)cc2Oc2cnc3[nH]ccc3c2)ccc1NCC1CCC(O)(C(F)(F)F)CC1,mutation,8.944566176910868,1.1361451609850246,926.0749999999998,9.851699999999996,0.0659844796489399,5,12,True,low,red,low,red,True,yellow,0.15,red,165.95999999999998,926.0749999999998,9.851699999999997,True,0.031,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN(CC1CCOCC1)C(=O)Nc1c2cc(cc1[N+](=O)[O-])S(=O)(=O)NCc1cc-2c(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,8.943081967757244,1.1400345997055348,901.1029999999996,9.076100000000004,0.0906058536429239,5,11,True,low,red,low,red,True,yellow,0.15,red,175.27,901.1029999999996,9.076100000000004,False,-0.182,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
C[C]1CC[C@@H]2CNc3ccc(cc3[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5CCN(C(=O)CCN(C)C)CC5)cc4)cc3Oc3cnc4[nH]ccc4c3C2C1,mutation,8.914940736868692,1.2163519707691708,964.1819999999996,9.95189,0.097506261890323,6,11,True,low,red,low,red,True,yellow,0.0,red,183.10999999999999,964.1819999999996,9.951889999999999,False,-0.125,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CCc1cc(-c2ccc(C(=O)NS(=O)c3ccc(NC[C@H]4CC[C@](C)(O)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)ccc1N1CCC[C@@H]1c1ccccc1C1CCN(C(=O)CN(C)C)CC1,mutation,8.910348551334772,1.2292817912155392,981.2329999999996,9.9076,0.0534348540927235,6,9,True,low,red,low,red,True,yellow,0.0,red,186.27,981.2329999999995,9.9076,False,-0.163,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
Cc1ccccc1[S@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@@H]5COCCO5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.909839049698082,1.2307247950878692,856.0399999999996,6.947820000000006,0.0577332406116333,5,9,True,low,red,low,red,True,yellow,0.0,red,181.26000000000002,856.0399999999996,6.947820000000006,False,-0.572,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+][O-])c4Cl)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.852191300094908,1.405428318027658,866.4849999999994,8.848000000000004,0.0973982538242302,5,9,True,low,red,low,red,True,yellow,0.15,red,166.04999999999998,866.4849999999994,8.848000000000004,False,-0.125,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.366,poor,0.163,0.5,0.25,0.5,0.5,5,9,1
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(N(CC5CCOCC5)OC)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.846825746097796,1.4228995889188305,862.0659999999996,8.658900000000004,0.0814302664702125,5,9,True,low,red,low,red,True,yellow,0.0,red,155.4,862.0659999999996,8.658900000000004,False,-0.048,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
C[C@]1CC[C@@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5=CCNCC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,8.84300292259741,1.4354797732180593,865.0489999999999,9.963789999999998,0.0647021891259289,6,9,True,low,red,low,red,True,yellow,0.15,red,171.59,865.0489999999999,9.963789999999998,False,-0.008,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CC(C)c1cccc2c1[C@@H]1CN(C)CCN1C1CC3(CCN(CC3)c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(c3)Oc3cnc4[nH]c-2cc4c3)C1,mutation,8.835299404966147,1.4611694889914284,901.1469999999996,8.910600000000008,0.08670052121462,5,12,True,low,red,low,red,True,yellow,0.0,red,169.20000000000002,901.1469999999996,8.910600000000008,False,-0.147,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
[C-][N+](=O)c1cc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc(N)c(Cl)c2)ccc1NCC1CCOCC1,mutation,8.808997522505829,1.5523958657941552,850.4859999999998,8.820090000000004,0.0882982927486126,4,9,True,low,red,low,red,True,yellow,0.15,red,142.12999999999997,850.4859999999998,8.820090000000004,True,0.11,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_amine,aromatic_nitroso",2,red,aniline,1,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)C(CC)C2)C1,mutation,8.79909594341382,1.5881958489880683,860.0939999999996,9.481599999999998,0.0726746196542422,5,9,True,low,red,low,red,True,yellow,0.15,red,154.96,860.0939999999996,9.481599999999998,True,0.084,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN1C(=O)Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4cc6cc-6c4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)c(c2[N+](=O)[O-])C1C1CCOCC1,mutation,8.796790120217558,1.59665056784754,913.0699999999996,8.771000000000004,0.0831538286852821,4,12,True,low,red,low,red,True,yellow,0.0,red,192.33999999999997,913.0699999999997,8.771000000000004,False,-0.4,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN(CC1CCOCC1)C(=O)Nc1ccc(S(=O)(=O)NCc2ccc3cc2Oc2cc4cc[nH]c4nc2-c2cccc(c2C2CC2)[C@@H]2CCCN2C2CC4(CCN3CC4)C2)cc1[N+](=O)[O-],mutation,8.777793635712065,1.6680396288835524,901.1029999999992,9.076100000000004,0.0956281732042625,5,13,True,low,red,low,red,True,yellow,0.15,red,175.27,901.1029999999993,9.076100000000004,False,-0.182,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)c4cc([N+](=O)[O-])c5cc4C4C[C@](C)(O)CC[C@H]4CN5)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.776175131255421,1.674267583743227,878.0679999999996,9.503600000000002,0.0769424369142778,6,10,True,low,red,low,red,True,yellow,0.15,red,165.95999999999995,878.0679999999996,9.503600000000002,False,-0.023,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN(C)C1=CC=CC=S1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.772300096011211,1.6892732461836215,965.1339999999996,8.492400000000005,0.0569930750852385,4,9,True,low,red,low,red,True,yellow,0.0,red,186.27,965.1339999999997,8.492400000000005,False,-0.382,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CCc1cccc(C2CCN(C)CC2)c1[C@H]1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(F)CCN(C5COC5)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,mutation,8.76645865658231,1.712148159863538,971.1689999999996,9.377000000000002,0.065809652762008,6,10,True,low,red,low,red,True,yellow,0.0,red,175.27,971.1689999999995,9.377000000000002,False,-0.135,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
COC1CN(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)(O)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3OC)C2)[C@H](c2ccccc2C(C)C)CN1C,mutation,8.76515227769009,1.7173061385113688,979.2139999999998,8.193700000000007,0.0577123445713775,5,9,True,low,red,low,red,True,yellow,0.0,red,204.73000000000002,979.2139999999998,8.193700000000007,False,-0.613,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CCc1ccccc1[C@@H]1C(CC)CCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.741939724065382,1.811591506806244,860.0939999999996,9.339100000000002,0.0727063387944136,5,9,True,low,red,low,red,True,yellow,0.15,red,154.96,860.0939999999996,9.339100000000002,True,0.062,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2cccc4c2C42CC2)C3)cc1Oc1cnc(F)c(Cl)c1,mutation,8.73286223378066,1.8498553341435415,871.4319999999998,8.511200000000006,0.0799742883936677,4,10,True,low,red,low,red,True,yellow,0.0,red,156.24,871.4319999999998,8.511200000000006,False,-0.079,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
